name	FD_D1	FD_D2	FD_D3	FD_D4	FD_D5	FD_D6	FD_D7	FD_D8	FD_PG2	FD_PG3	FD_PG5	FD_PG6	FD_PG7	FD_PG8
M397T46_pos	0.068659791	0.094639592	0.092727834	0.117881371	0.083500724	0.048390116	0.070287544	0.043359332	0.051024157	0.084136565	0.127778138	0.106144234	0.031208547	0.20606374
M655T412_pos	3.034512078	2.619422476	1.514494031	7.647093147	2.35358751	1.354289221	1.871977141	1.231340576	1.398516334	1.973892351	1.722594714	1.939950198	2.347493949	2.248971396
M359T45_pos	0.119760241	0.21861551	0.225849892	0.234124368	0.16944358	0.13361193	0.294964276	0.101160251	0.040821312	0.068302697	0.074603283	0.124057451	0.070622199	0.116829498
M412T682_pos	0.250502316	0.475085696	0.043886685	0.356644056	0.354336431	0.882333533	0.09034497	0.469139545	0.726457634	0.065272876	0.143315283	0.491242657	3.676946746	1.392427958
M382T344_pos	0.173907278	0.051008334	0.026687557	0.068676528	0.034703361	0.033217411	0.031787413	0.03426883	0.125672489	0.168518782	0.029608695	0.137455522	0.033754989	0.280178291
M463T260_pos	0.317474314	0.308101545	0.271621024	0.133980874	0.159853185	0.343556582	0.18815705	0.342884076	0.18029152	0.168566407	0.226880072	0.192308443	0.225751603	0.144962016
M517T333_pos	0.258497238	0.120912371	0.118127398	0.138012011	0.227009429	0.179176158	0.175231872	0.177015198	0.181553303	0.116284942	0.253377015	0.200604069	0.196641285	0.188501162
M515T82_pos	0.064271436	0.217738209	0.503307695	0.044282847	0.151355008	0.259612424	0.182879198	0.288400576	0.069682501	0.031668618	0.15147213	0.042911378	0.297164799	0.044309177
M428T646_pos	0.065730443	0.433677617	0.059690434	0.144974562	0.120879504	0.036299954	0.10187473	0.08535995	0.087312316	0.070271659	0.060124383	0.141093722	0.033534119	0.132374115
M562T53_pos	0.087470113	0.102078515	0.053995975	0.063897082	0.054861474	0.075023322	0.048711441	0.063048334	0.044728823	0.066584195	0.079943279	0.051091695	0.049533472	0.08134168
M97T417_pos	0.052756322	0.165797543	0.070452907	0.048179919	0.04337033	0.045541092	0.04286165	0.047981704	0.052468866	0.046564208	0.047037616	0.040884733	0.053139377	0.051405309
M430T321_pos	0.221514366	0.249578458	0.205343838	0.261616912	0.202456279	0.138988821	0.125904378	0.114884448	0.16555572	0.118026753	0.190558155	0.160199966	0.186781695	0.187369138
M718T295_pos	0.054628445	0.072567492	0.151395834	0.092157693	0.033810457	0.183292701	0.135606829	0.073291134	0.04392312	0.091213773	0.144977055	0.036659907	0.278472574	0.036538067
M121T55_pos	1.135802015	1.375418619	16.9692059	1.099294627	7.604270822	10.6233899	10.55895713	14.83747378	0.732994636	0.686198094	4.541136281	0.857158542	1.272964362	0.336390985
M572T306_pos	0.264557428	0.206562943	0.168769224	0.175040822	0.26227654	0.33104448	0.345983274	0.245876878	0.248104869	0.24226415	0.220102632	0.227237285	0.30031172	0.220227002
M373T54_pos	0.189671228	0.161576872	0.174371189	0.205411163	1.394657522	0.293929962	0.908202191	0.265113686	0.172605912	0.16270697	0.355932094	0.24898494	0.153909456	0.327641955
M297T227_pos	0.285954738	0.204220554	0.156317828	0.213342901	0.15950549	0.240119856	0.217684668	0.269050179	0.162303573	0.230950321	0.197165763	0.125369011	0.16613654	0.111204566
M719T310_pos	0.046239717	0.063380228	0.143103146	0.055293494	0.058132624	0.403288874	0.158641248	0.886941576	0.016171029	0.039567508	0.078265769	0.036982862	0.204252861	0.04804273
